Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Valeur
"FS","Données de la sécurité alimentaire","199","Slovaquie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","30061.6"
"FS","Données de la sécurité alimentaire","199","Slovaquie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.91"
"FS","Données de la sécurité alimentaire","199","Slovaquie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2545"
"FS","Données de la sécurité alimentaire","198","Slovénie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","52"
"FS","Données de la sécurité alimentaire","198","Slovénie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","36507.6"
"FS","Données de la sécurité alimentaire","198","Slovénie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.87"
"FS","Données de la sécurité alimentaire","198","Slovénie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2490"
"FS","Données de la sécurité alimentaire","201","Somalie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","201","Somalie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","1079.1"
"FS","Données de la sécurité alimentaire","201","Somalie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-2.26"
"FS","Données de la sécurité alimentaire","201","Somalie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2188"
"FS","Données de la sécurité alimentaire","276","Soudan","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","20.3"
"FS","Données de la sécurité alimentaire","276","Soudan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","4598.9"
"FS","Données de la sécurité alimentaire","276","Soudan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-1.98"
"FS","Données de la sécurité alimentaire","276","Soudan","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2213"
"FS","Données de la sécurité alimentaire","277","Soudan du Sud","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","277","Soudan du Sud","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017",""
"FS","Données de la sécurité alimentaire","277","Soudan du Sud","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-2.45"
"FS","Données de la sécurité alimentaire","277","Soudan du Sud","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2196"
"FS","Données de la sécurité alimentaire","38","Sri Lanka","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","18.3"
"FS","Données de la sécurité alimentaire","38","Sri Lanka","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","12584.1"
"FS","Données de la sécurité alimentaire","38","Sri Lanka","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.07"
"FS","Données de la sécurité alimentaire","38","Sri Lanka","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2290"
"FS","Données de la sécurité alimentaire","210","Suède","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","67.7"
"FS","Données de la sécurité alimentaire","210","Suède","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","51948"
"FS","Données de la sécurité alimentaire","210","Suède","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.98"
"FS","Données de la sécurité alimentaire","210","Suède","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2532"
"FS","Données de la sécurité alimentaire","211","Suisse","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","60.7"
"FS","Données de la sécurité alimentaire","211","Suisse","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","69103.6"
"FS","Données de la sécurité alimentaire","211","Suisse","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","1.26"
"FS","Données de la sécurité alimentaire","211","Suisse","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2561"
"FS","Données de la sécurité alimentaire","207","Suriname","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","26.3"
"FS","Données de la sécurité alimentaire","207","Suriname","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","18283.7"
"FS","Données de la sécurité alimentaire","207","Suriname","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.13"
"FS","Données de la sécurité alimentaire","207","Suriname","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2372"
"FS","Données de la sécurité alimentaire","208","Tadjikistan","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","21"
"FS","Données de la sécurité alimentaire","208","Tadjikistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","3252.9"
"FS","Données de la sécurité alimentaire","208","Tadjikistan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.67"
"FS","Données de la sécurité alimentaire","208","Tadjikistan","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017",""
"FS","Données de la sécurité alimentaire","39","Tchad","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","25.7"
"FS","Données de la sécurité alimentaire","39","Tchad","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","1587"
"FS","Données de la sécurité alimentaire","39","Tchad","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-1.29"
"FS","Données de la sécurité alimentaire","39","Tchad","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2169"
"FS","Données de la sécurité alimentaire","167","Tchéquie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","51.7"
"FS","Données de la sécurité alimentaire","167","Tchéquie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","38824.9"
"FS","Données de la sécurité alimentaire","167","Tchéquie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","1"
"FS","Données de la sécurité alimentaire","167","Tchéquie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2532"
"FS","Données de la sécurité alimentaire","216","Thaïlande","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","26.7"
"FS","Données de la sécurité alimentaire","216","Thaïlande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","17423"
"FS","Données de la sécurité alimentaire","216","Thaïlande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.75"
"FS","Données de la sécurité alimentaire","216","Thaïlande","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2445"
"FS","Données de la sécurité alimentaire","176","Timor-Leste","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","14.6"
"FS","Données de la sécurité alimentaire","176","Timor-Leste","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","3177.5"
"FS","Données de la sécurité alimentaire","176","Timor-Leste","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.07"
"FS","Données de la sécurité alimentaire","176","Timor-Leste","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2185"
"FS","Données de la sécurité alimentaire","217","Togo","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","9.3"
"FS","Données de la sécurité alimentaire","217","Togo","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","2012.2"
"FS","Données de la sécurité alimentaire","217","Togo","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.88"
"FS","Données de la sécurité alimentaire","217","Togo","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2224"
"FS","Données de la sécurité alimentaire","218","Tokélaou","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","218","Tokélaou","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017",""
"FS","Données de la sécurité alimentaire","218","Tokélaou","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017",""
"FS","Données de la sécurité alimentaire","218","Tokélaou","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017",""
"FS","Données de la sécurité alimentaire","219","Tonga","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","219","Tonga","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","6466.3"
"FS","Données de la sécurité alimentaire","219","Tonga","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.79"
"FS","Données de la sécurité alimentaire","219","Tonga","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2367"
"FS","Données de la sécurité alimentaire","220","Trinité-et-Tobago","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","43.7"
"FS","Données de la sécurité alimentaire","220","Trinité-et-Tobago","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","27277.9"
"FS","Données de la sécurité alimentaire","220","Trinité-et-Tobago","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.28"
"FS","Données de la sécurité alimentaire","220","Trinité-et-Tobago","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2423"
"FS","Données de la sécurité alimentaire","222","Tunisie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","28"
"FS","Données de la sécurité alimentaire","222","Tunisie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","11234.5"
"FS","Données de la sécurité alimentaire","222","Tunisie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-1.02"
"FS","Données de la sécurité alimentaire","222","Tunisie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2345"
"FS","Données de la sécurité alimentaire","213","Turkménistan","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","36.7"
"FS","Données de la sécurité alimentaire","213","Turkménistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","14205"
"FS","Données de la sécurité alimentaire","213","Turkménistan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.13"
"FS","Données de la sécurité alimentaire","213","Turkménistan","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2294"
"FS","Données de la sécurité alimentaire","223","Turquie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","37.7"
"FS","Données de la sécurité alimentaire","223","Turquie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","27913.8"
"FS","Données de la sécurité alimentaire","223","Turquie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-1.79"
"FS","Données de la sécurité alimentaire","223","Turquie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2392"
"FS","Données de la sécurité alimentaire","227","Tuvalu","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","227","Tuvalu","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","4010.1"
"FS","Données de la sécurité alimentaire","227","Tuvalu","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","1.24"
"FS","Données de la sécurité alimentaire","227","Tuvalu","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017",""
"FS","Données de la sécurité alimentaire","230","Ukraine","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","38"
"FS","Données de la sécurité alimentaire","230","Ukraine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","11860.6"
"FS","Données de la sécurité alimentaire","230","Ukraine","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-1.87"
"FS","Données de la sécurité alimentaire","230","Ukraine","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2478"
"FS","Données de la sécurité alimentaire","234","Uruguay","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","44.3"
"FS","Données de la sécurité alimentaire","234","Uruguay","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","23009.9"
"FS","Données de la sécurité alimentaire","234","Uruguay","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","1.05"
"FS","Données de la sécurité alimentaire","234","Uruguay","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2413"
"FS","Données de la sécurité alimentaire","155","Vanuatu","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","26.7"
"FS","Données de la sécurité alimentaire","155","Vanuatu","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","3081.5"
"FS","Données de la sécurité alimentaire","155","Vanuatu","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.7"
"FS","Données de la sécurité alimentaire","155","Vanuatu","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2164"
"FS","Données de la sécurité alimentaire","236","Venezuela (République bolivarienne du)","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","24"
"FS","Données de la sécurité alimentaire","236","Venezuela (République bolivarienne du)","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017",""
"FS","Données de la sécurité alimentaire","236","Venezuela (République bolivarienne du)","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-1.27"
"FS","Données de la sécurité alimentaire","236","Venezuela (République bolivarienne du)","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2341"
"FS","Données de la sécurité alimentaire","237","Viet Nam","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","32"
"FS","Données de la sécurité alimentaire","237","Viet Nam","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","8996.4"
"FS","Données de la sécurité alimentaire","237","Viet Nam","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.23"
"FS","Données de la sécurité alimentaire","237","Viet Nam","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2299"
"FS","Données de la sécurité alimentaire","249","Yémen","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","9.7"
"FS","Données de la sécurité alimentaire","249","Yémen","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017",""
"FS","Données de la sécurité alimentaire","249","Yémen","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-2.94"
"FS","Données de la sécurité alimentaire","249","Yémen","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2174"
"FS","Données de la sécurité alimentaire","251","Zambie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","13.7"
"FS","Données de la sécurité alimentaire","251","Zambie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","3485"
"FS","Données de la sécurité alimentaire","251","Zambie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.15"
"FS","Données de la sécurité alimentaire","251","Zambie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017",""
"FS","Données de la sécurité alimentaire","181","Zimbabwe","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","181","Zimbabwe","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","3795.6"
"FS","Données de la sécurité alimentaire","181","Zimbabwe","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.71"
"FS","Données de la sécurité alimentaire","181","Zimbabwe","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2216"
